Отчет Наличие товаров к дате;;;;;;;;;;
;;;;;;;;;;
;;;Код;Группа;Товар;Ед. изм.;Количество;Приходная цена;Приходная ст-сть;
;;;98889;Чипсы/Лейс;Лейс 140гр Краб;шт.;25,000;115,79;2894,74;
;;;99435;Химия/Для себя/Бритвы;Бритва Бик метал 10шт;шт.;4,000;168,00;672,00;
;;;1118319;Химия/Для себя/Прокладки;Скраб для тела 300 гр;шт.;1,000;222,00;222,00;
;;;95691;Жевачка;Меллер 38гр;шт.;33,000;33,50;1105,50;
;;;96914;Чипсы;Мега Чипсы 100гр сметана и сыр;шт.;14,000;77,67;1087,38;
;;;105546;весовые 1/Мясное1;Сказочное 0.8кг  (Сладость);шт.;1,000;260,00;260,00;
;;;103160;Детские товары;Каша Фруто няня 200гр Яблоко Банан;шт.;3,000;111,99;335,97;
;;;2000999844303;Детские товары;Наша мама специальный крем 75 мл;шт.;2,000;198,00;396,00;
;;;1118957;Продукты Питания/Молочка/Сыр/Копченый Сыр;Экспонента 500 гр био;шт.;4,000;145,00;580,00;
;;;1119065;Канцтовары;Текстовыделитель 4 шт;шт.;1,000;90,50;90,50;
;;;96386;Химия/Бытовая химия;Грасс Азелит анти жир мощная пена 600мл;шт.;5,000;135,00;675,00;
;;;2000999844187;Сладкое/Прочее/Милка;Спрей газировка 25 гр;шт.;23,000;20,72;476,56;
;;;1134;Продукты Питания/Молочка/Молоко/Кефир/Сливки;Молоко Кубанская Бурёнка 950гр 3.5пр;шт.;22,000;111,67;2456,67;
;;;2000999843995;ДЛЯ КАССЫ/Аксессуары;Батарейки перферо 393;шт.;2,000;120,00;240,00;
;;;99157;Жевачка;Жевачка Табл Гам 35гр в тюбиках;шт.;5,000;89,00;445,00;
;;;102869;Для дома/Салфетки;Бумажные полотенца Зезаг Макси 187листов 2сл 1рул;шт.;4,000;85,00;340,00;
;;;2000999844317;Детские товары;Екосан ополаскиватель 1 л;шт.;2,000;315,00;630,00;
;;;1076;Весовые товары;Халва ванильная Альфа;кг;0,830;177,40;147,24;
;;;2000999844053;Жевачка;Жвачка в бочонках;шт.;25,000;12,00;300,00;
;;;1119478;Химия/Для себя/Шампунь;Гель для душа Палмалив 750 мл;шт.;3,000;320,00;960,00;
;;;1296;Семечки;Семечки Чищенные 80гр РЕЗОН;шт.;7,000;25,00;175,00;
;;;106227;Напитки/Вода;Горная 5л;шт.;13,000;48,90;635,70;
;;;104847;Сушеные Рыба/Говядина;Чипсы из Курица 40гр КРАФТ;шт.;5,000;98,00;490,00;
;;;110519;Напитки/Соки;Акапелла 0.5 Клубника Банан;шт.;12,000;87,56;1050,66;
;;;1118355;Служебная группа;Духи женские Виктория секрет 120 мл;шт.;4,000;299,00;1196,00;
;;;109730;Фрукты/Сухофрукты;Курага Джамбо 300гр Фооджейра;шт.;2,000;453,00;906,00;
;;;1119370;Посуда;Стаканы 6 танго;шт.;1,000;150,00;150,00;
;;;99306;Продукты Питания/Майонез/Кетчуп/Уксус и т.п.;Томатная паста 500гр Кубанская трапеза;шт.;5,000;109,42;547,10;
;;;421;Весовые товары/Конфеты;Конфеты Рахат Фундучная/Миндальная;кг;5,616;356,17;2000,25;
;;;1115703;Продукты Питания/Молочка;Сыр Имеретинский 0.6 кг ведро;шт.;2,000;432,00;864,00;
;;;1119199;ДЛЯ КАССЫ/Кухня;Пельмени с курицей мерз даар;шт.;2,000;400,00;800,00;
;;;2000999844252;Детские товары;Нагрудник 3 шт сказка;шт.;1,000;199,00;199,00;
;;;105392;Служебная группа;Макадамия 300гр Аль-Ихляс;шт.;1,000;160,00;160,00;
;;;1119561;Химия/Для себя;Пудра МАХ фастор;шт.;3,000;880,00;2640,00;
;;;98553;Химия/Для себя/Салфетки влажные;Влажные салфетки Эконом 120шт;шт.;1,000;94,94;94,94;
;;;1119225;Продукты Питания/Молочка/Сыр/Копченый Сыр;Сыр творожный 140 гр хохланд зелень;шт.;4,000;87,99;351,96;
;;;101947;Химия/Бытовая химия;Белизна Каустик 1л;шт.;20,000;50,00;1000,00;
;;;94970;Чипсы;Nachos 150гр ассорти;шт.;1,000;101,00;101,00;
;;;95117;Продукты Питания/Мука/Сахар/Соль/Крахмал;Соль пищевая 1000ГР РУССОЛЬ;шт.;30,000;17,50;525,00;
;;;106576;Продукты Питания/Молочка/Сыр/Копченый Сыр;Сыр творожный Воздушный 150гр с зеленью Савушкин банка;шт.;1,000;113,40;113,40;
;;;109924;Сладкое/Домашняя выпечка;Десерт Милка Азбука Вкуса;шт.;2,000;375,00;750,00;
;;;2000999844326;Детские товары;Бусинка ложка силиноковая;шт.;4,000;171,00;684,00;
;;;1118526;Сладкое/Конфеты/Печенья упаковки;Печенье половинка овсяное 50 гр;шт.;14,000;25,53;357,43;
;;;1118126;Химия/Для себя;Пузырьковая маска для лица от Eflzavacce;шт.;10,000;110,00;1100,00;
;;;100734;ДЛЯ КАССЫ/Кухня;Масло сливочное Веселый Беларус 1 кг Савушкин;шт.;1,000;893,55;893,55;
;;;1119570;Сигареты;Лампочка светодиодная космос;шт.;10,000;46,51;465,12;
;;;1118872;Химия/Бытовая химия;Гель для устронения засоров 500 мл;шт.;3,000;252,00;756,00;
;;;506;Весовые товары/Молочка весовая;Масло сливочное любительский спред;кг;0,100;310,00;31,00;
;;;110736;Продукты Питания/Полуфабрикаты;Тесто слоеное Звездное 500гр Дрожжевое;шт.;3,000;127,99;383,97;
;;;2000999844388;Химия/Для себя/Полость рта;Зубной гель клубника 75 гр;шт.;3,000;80,04;240,12;
;;;1118594;Напитки/Вода;Вода только Вода 0.5 мл;шт.;3,000;24,99;74,97;
;;;1115830;Детские товары;Финики Аджва;шт.;6,000;319,50;1917,00;
;;;94998;Чипсы;Мега Чипсы 100гр Острые/Пицца пеперони;шт.;24,000;92,37;2216,88;
;;;98680;Химия/Бытовая химия/Порошки;порошок Чайка 2кг;шт.;5,000;180,00;900,00;
;;;69;Весовые товары/Выпечка;Пышка шалунишка в белой глазури 60сут (Альфа);кг;3,660;323,33;1183,40;
;;;1119096;Для дома;Отвертка маленькая;шт.;2,000;55,00;110,00;
;;;97492;Масла/Масла сливочные;Масло Сливочное из приэльбрусья 380гр 82.5пр;шт.;6,000;350,00;2100,00;
;;;2000999844343;ДЛЯ КАССЫ/Химия;Многофункциональное чистящее средство 1 л;шт.;2,000;650,00;1300,00;
;;;332;Весовые товары/Драже;Мармелад в форме ромба(Альфа);кг;3,000;308,00;924,00;
;;;2000999844278;Детские товары;Порошок для стирки Бимбо 6 кг;шт.;1,000;428,00;428,00;
;;;101920;Химия/Бытовая химия/Порошки;Порошок Перос 3кг Для белого билья;шт.;9,000;335,00;3015,00;
;;;2000999843986;ДЛЯ КАССЫ/Аксессуары;Кабель Х-901;шт.;2,000;210,00;420,00;
;;;1119510;Одежда/Носки/Гольфы;Носки женские 689;шт.;10,000;90,00;900,00;
;;;1119344;Химия/Для себя/Крем;Крем увлажняющий для лица я самая;шт.;4,000;158,04;632,16;
;;;97251;Продукты Питания/Молочка/Сметана/Творог;Творог классичечкий Савушкин 300гр 9пр;шт.;5,000;129,60;648,00;
;;;103898;Детские товары;Подгузники Слипи натурал 7-ка 32шт;шт.;5,000;750,00;3750,00;
;;;1119078;Напитки/Кофе/Какао/Сливки/Кофе;Кофе бушидо 75 гр мягкая упак;шт.;2,000;630,00;1260,00;
;;;400;Весовые товары/Выпечка;Заварные пальчики арма;кг;0,846;315,00;266,49;
;;;1118515;Для дома/Мешки для мусора;Мусорные пакеты плюше 240 л черные;шт.;7,000;266,04;1862,28;
;;;902;Химия/Ароматная;Конфеты Леди Ночь / День;кг;0,444;438,50;194,69;
;;;110971;Детские товары;Фрукто Хвостик 15гр Фрукто Няня;шт.;3,000;58,73;176,19;
;;;2000999844014;Кошачьи товары;Бургер мини;шт.;21,000;15,00;315,00;
;;;101002;Напитки/Соки;Сок Добрый Кока Кола 1.5л;шт.;19,000;84,46;1604,65;
;;;2000999844117;Химия/Для себя/Прокладки;Влажные салфетки цветок 120 шт;шт.;10,000;85,00;850,00;
;;;106650;Напитки/Соки;Добрый Апельсин 0.25л ст;шт.;5,000;51,25;256,25;
;;;2000999844402;Продукты Питания/Крупы/Макароны/Хлопья/Крупы;Пшено золотое Мистраль 900 гр;шт.;4,000;100,92;403,68;
;;;1119347;Сладкое/Конфеты/Печенья упаковки;Мохито лемонарий голубика;шт.;10,000;52,00;520,00;
;;;1118346;Служебная группа;Духи женские Виктория секрет 100 мл;шт.;4,000;299,00;1196,00;
;;;2000999844066;Напитки/Соки;Мед натуральный 950 гр;шт.;5,000;398,80;1994,00;
;;;1118513;Химия/Ароматная;Армотизатор воздуха персик 250 мл;шт.;4,000;106,02;424,08;
;;;389;Весовые товары/Мясное;Креветки весовые Северные;кг;5,000;690,00;3450,00;
;;;1119599;Химия/Для себя;Кусачки детские;шт.;10,000;30,00;300,00;
;;;110449;Продукты Питания/Консервы/Зелень;Сахар Сладкий 500гр Здоровые Сладости;шт.;10,000;215,88;2158,80;
;;;36;Фрукты/Овощи/Зелень/Овощи;Перец острый;кг;6,888;198,47;1367,08;
;;;1119733;Химия/Для себя;Сильве губка мини черная;шт.;6,000;46,00;276,00;
;;;109519;Напитки/Чай/Кисель;Чай Марьям Кения 100 гр;шт.;4,000;50,00;200,00;
;;;1361;Сладкое/Прочее/Киндер;Киндер Чоколат Мини 120 гр;шт.;4,000;290,00;1160,00;
;;;2000999844238;Детские товары;Соска Ента;шт.;12,000;350,00;4200,00;
;;;2000999844211;Детские товары;Пенка для интимной гигиены для девочек лилу;шт.;2,000;344,00;688,00;
;;;1119265;Продукты Питания/Молочка/Сыр/Копченый Сыр;Сыр плавленый с белыми грибами 180 гр;шт.;2,000;92,00;184,00;
;;;2000999844178;Сладкое/Прочее/Милка;Сластилэнд в форме пончика 35 гр;шт.;30,000;8,00;240,00;
;;;108418;Детские товары;Сок Фруто няня 0.2л 5+;шт.;13,000;32,00;416,00;
;;;2000999844199;Детские товары;Жидкое мыло детское 1 л Бимбо;шт.;3,000;178,00;534,00;
;;;108550;Напитки/Вода;Минералка Ачалуки 0.5 стекло;шт.;2,000;39,58;79,17;
;;;2000999844400;Продукты Питания/Крупы/Макароны/Хлопья/Крупы;Фасоль Мистраль 450гр;шт.;4,000;150,16;600,64;
;;;107948;Продукты Питания/Майонез/Кетчуп/Уксус и т.п.;Томатная паста 500гр Корона Кавказа;шт.;7,000;108,33;758,33;
;;;402;Весовые товары/Выпечка;Пряники Ставропольские (Зебра) 30сут (Альфа) 20дн;кг;2,472;144,80;357,95;
;;;585;Весовые товары/Выпечка;Финик зеленый;кг;7,790;270,00;2103,30;
;;;110653;Химия/Для себя/Мыло;Мыло Хозяйственное 5л Веста;шт.;1,000;385,00;385,00;
;;;97879;Сладкое/Батончики/бисквиты/Батончики/Пирожные;Обыкновенное чудо 40гр;шт.;15,000;18,75;281,25;
;;;97491;Масла/Масла сливочные;Масло сливочное Хозяюшка 180гр 72.5пр;шт.;64,000;135,00;8640,00;
;;;1119710;ДЛЯ КАССЫ/Химия;Гель для стирки Амвэй1 л;шт.;1,000;1450,00;1450,00;
;;;100121;Одежда/Колготки;Колготки Конте Соло 20ден 2-5;шт.;13,000;125,00;1625,00;
;;;106621;Сладкое/Мармелад/Драже/Карамель;Альбени Тане Тане 67гр Улькер;шт.;6,000;112,00;672,00;
;;;1119629;Игрушки;Тарелки праздничные;шт.;22,000;70,00;1540,00;
;;;2000999844193;Детские товары;Крем под подгузник наша мама;шт.;3,000;204,00;612,00;
;;;991;Весовые товары/Мясное;Стейк Семги весовой;кг;1,838;1760,00;3234,88;
;;;1119475;Весовые товары/Вафли вес;Печенье колечки Сладость;шт.;2,000;196,00;392,00;
;;;108084;Напитки/Соки;Нектар Баринофф 1л Апельсин;шт.;1,000;253,61;253,61;
;;;1118362;Продукты Питания/Молочка/Сгущенка;Сгущенка Азоская 1000 гр;шт.;1,000;160,00;160,00;
;;;1116816;Электроника;Шнур Х82;шт.;1,000;170,00;170,00;
;;;1116958;Игрушки;Гелик на пульте;шт.;1,000;1120,00;1120,00;
;;;1117850;Для дома/Мешки для мусора;Мешки для мусора 300 л 10 шт;шт.;2,000;150,00;300,00;
;;;1118645;Детские товары;Вода святой источник 1 л;шт.;9,000;46,39;417,51;
;;;109729;Фрукты/Сухофрукты;Чернослив Сербия 300гр Фооджейра;шт.;4,000;214,00;856,00;
;;;1118320;Химия/Для себя/Прокладки;Соль для ванны;шт.;6,000;97,33;584,00;
;;;1119509;Одежда/Носки/Гольфы;Носки мужские 1275;шт.;6,000;43,00;258,00;
;;;2000999844196;Детские товары;Детское масло с кедровым орехом 125 мл;шт.;3,000;259,00;777,00;
;;;1117806;Сладкое/Домашняя выпечка;Чизкейк Абрикосовый Азбука вкуса;шт.;2,000;460,00;920,00;
;;;2000999844445;Семечки;Маккофе арабика 1.8 гр;шт.;90,000;7,64;687,60;
;;;107546;Продукты Питания;Лаваш 10шт Кругл Большой;шт.;3,000;130,00;390,00;
;;;106851;Напитки/Кофе/Какао/Сливки;Кофе 3в1 Бридже 20гр Карамель;шт.;8,000;9,00;72,00;
;;;1116486;Продукты Питания/Молочка/Молоко/Кефир/Сливки;Кефир Дарман 3.2 пр 1 л;шт.;2,000;128,00;256,00;
;;;104169;Посуда;Лепешки тортильи 8 дюйм;шт.;3,000;89,51;268,53;
;;;1119094;Для дома;Отвертка индикатор;шт.;1,000;65,00;65,00;
;;;2000999844330;Детские товары;Жидкое мыло для ухода и массажа;шт.;4,000;223,00;892,00;
;;;2000999844369;Напитки/Соки;Редбулл 145 гр стекло;шт.;30,000;79,00;2370,00;
;;;1119687;Продукты Питания/Полуфабрикаты;Вареники с творогом 1 кг хазчам;шт.;3,000;400,00;1200,00;
;;;2000999844143;Напитки/Соки;Влажные салфетки комфорт 100 шт;шт.;11,000;112,00;1232,00;
;;;1119141;Продукты Питания/Консервы/Мясо;Килька в томате 240 гр;шт.;10,000;87,02;870,20;
;;;1119379;Семечки;Носки мужские черные 3;шт.;15,000;20,00;300,00;
;;;1119324;Продукты Питания/Полуфабрикаты;Соевый соус авира 400 мл;шт.;5,000;60,00;300,00;
;;;1116134;Химия/Для себя;С косметик мусс для волос 200 мл професионал;шт.;2,000;270,00;540,00;
;;;1118590;ДЛЯ КАССЫ/Подгузники;Подгузники беби хл;шт.;1,000;1183,00;1183,00;
;;;1119354;Детские товары;Пюре гипопо пак 90 гр;шт.;4,000;45,00;180,00;
;;;1119702;Детские товары;Энта бутылочка;шт.;3,000;430,00;1290,00;
;;;102948;Детские товары;Беби Каша рисовая 200гр;шт.;9,000;166,67;1500,03;
;;;103737;Электроника/Гаджеты;Наушники М98;шт.;4,000;190,00;760,00;
;;;1119006;ДЛЯ КАССЫ/Посуда;Чайник магнум 1.2 л;шт.;2,000;880,00;1760,00;
;;;106212;Продукты Питания/Молочка/Йогурт/Пудинг;ЛактоГурт 0.7г Злаки;шт.;1,000;120,00;120,00;
;;;1115560;Сладкое/Домашняя выпечка;Дубайский Шоколад Мискитс;шт.;2,000;290,00;580,00;
;;;1119192;Напитки/Вода;Сырок протен 50 гр;шт.;1,000;81,38;81,38;
;;;44;Фрукты/Овощи/Зелень/Овощи;Редька;кг;7,956;80,00;636,48;
;;;1118692;Напитки/Соки;Зубная паста Тотал 100 гр;шт.;5,000;158,00;790,00;
;;;101611;Для дома;Клей Монолит 3гр;шт.;61,000;15,00;915,00;
;;;1119646;Игрушки;Пистолет шот;шт.;5,000;180,00;900,00;
;;;1119196;Детские товары;Фруто няня молочная каша;шт.;4,000;111,43;445,71;
;;;1118655;Напитки/Соки;J7 кактус лайм 385 мл;шт.;1,000;88,79;88,79;
;;;1118434;Служебная группа;Увлажняющий крем для рук 100 мл;шт.;12,000;89,00;1068,00;
;;;1119458;Продукты Питания/Быстрое питание;Лапша 110 гр Чампонг;шт.;6,000;142,00;852,00;
;;;2000999844013;Служебная группа;Вискас для котят 75 гр;шт.;5,000;26,99;134,95;
;;;1117310;Чипсы;Читос 130 гр;шт.;1,000;145,00;145,00;
;;;9968;ДЛЯ КАССЫ/Подгузники;Тапочки 3-8;шт.;22,000;600,00;13200,00;
;;;2000999844302;Детские товары;Гипопо каша тыква 200 гр;шт.;24,000;120,00;2880,00;
;;;1118898;Продукты Питания/Полуфабрикаты;Кукурузные манты Зарета;шт.;1,000;220,00;220,00;
;;;1119363;Сладкое/Вафли/Зефир;Плитка Бэби фокс 90 гр арахис;шт.;10,000;116,15;1161,50;
;;;104861;Сушеные Рыба/Говядина;Стакан Гренки Мексиканские Приятности 130г;шт.;41,000;66,00;2706,00;
;;;99945;Детские товары;Подгузники Есс беби джамбо джуниор (6-ка) 36шт;шт.;1,000;565,00;565,00;
;;;2000999844025;Игрушки;Кукла свет бэби;шт.;1,000;1,00;1,00;
;;;1116336;Сладкое/Вафли/Зефир;Мега Маршмелоу со вкусом арбуза 500 гр Азовчанка;шт.;3,000;178,10;534,30;
;;;1119277;Сладкое/Шоколадные плитки/пасты;Дубайский шоколад 100 гр 33 пр;шт.;2,000;320,00;640,00;
;;;1118824;Напитки/Соки;Фанта жб Япония 300 мл;шт.;1,000;220,00;220,00;
;;;1118597;Электроника;Удлинитель космос 3 м;шт.;1,000;292,33;292,33;
;;;100723;ДЛЯ КАССЫ/Кухня;Сардельки говяжьи 330 гр Сатурн;шт.;3,000;202,00;606,00;
;;;1119745;Весовые товары/Выпечка;Набор печенюшек 0.600гр Сладость;шт.;2,000;200,00;400,00;
;;;96413;Продукты Питания/Павильное Питание;Хлебцы Dr.Korner 100гр Гречневые;шт.;1,000;68,99;68,99;
;;;1119382;Сладкое/Конфеты/Печенья упаковки;Дубайский шоколад с кадаифом 95 гр;шт.;2,000;415,13;830,26;
;;;106122;Сладкое/Шоколадные плитки/пасты;Плитка Яшкино с Взрыв карам 90 гр;шт.;4,000;94,30;377,20;
;;;97160;Сладкое/Домашняя выпечка;Графские развалины Азбука вкуса;шт.;8,000;355,00;2840,00;
;;;1119271;Служебная группа;Роллтон лапша острая с курицей 90 гр;шт.;14,000;56,25;787,50;
;;;108451;Химия/Для себя/Салфетки влажные;Салфетки влажные Слипи 100шт;шт.;3,000;374,00;1122,00;
;;;1118623;Жевачка;Яичница 10 гр;шт.;30,000;8,45;253,50;
;;;280;Весовые товары/Конфеты;Конфеты Барбара кокос;кг;1,964;391,00;767,92;
;;;1118690;Химия/Для себя/Мыло;Мыло дуру зеленый чай 4 шт 90 гр;шт.;3,000;106,00;318,00;
;;;2000999844202;Детские товары;Гель для посуды мепси 500 мл;шт.;3,000;164,00;492,00;
;;;102844;Детские товары;Подгузники Молфикс 4-ка 62шт;шт.;5,000;590,00;2950,00;
;;;2000999844041;Напитки/Чай/Кисель;Дубайский шоколад 65 гр фундук;шт.;9,000;250,00;2250,00;
;;;110975;Детские товары;Черноголовка Байкал 2л;шт.;4,000;113,33;453,33;
;;;100249;Сладкое/Конфеты/Печенья упаковки;Эклерные кольца Азбука Вкуса;шт.;1,000;235,00;235,00;
;;;1118980;Продукты Питания/Консервы/Мясо;Туец доброфлот 245 гр;шт.;4,000;185,90;743,60;
;;;1118997;ДЛЯ КАССЫ/Посуда;Ковш 2 л;шт.;6,000;43,00;258,00;
;;;893;Химия/Ароматная;Леди День Чернослив Акконд;кг;2,384;568,50;1355,30;
;;;1118753;Игрушки;Слайм с игрушкой 1;шт.;12,000;62,00;744,00;
;;;101601;Сладкое;Козинак подсолнечный Азовская;шт.;1,000;35,00;35,00;
;;;1116980;Продукты Питания/Полуфабрикаты;Манты с картошкой мерз даар;шт.;6,000;300,00;1800,00;
;;;1119739;Продукты Питания/Крупы/Макароны/Хлопья/Крупы;Булгур с вермишелью корона кавказа 700гр;шт.;5,000;74,00;370,00;
;;;98199;Детские товары;Подгузники Меррис 5 50шт;шт.;2,000;1400,00;2800,00;
;;;2000999844347;Продукты Питания/Молочка/Йогурт/Пудинг;Йогурт питьевой Чудо 260гр мороженое;шт.;3,000;59,99;179,97;
;;;939;Весовые товары/Мясное;Кумк Сосиски Мусульманские;кг;0,004;429,75;1,72;
;;;98506;Продукты Питания/Молочка/Йогурт/Пудинг;Йогурт питьевой Альпенленд 290гр 1.2пр;шт.;1,000;60,83;60,83;
;;;1117905;Сладкое/Мороженое;Простаквашино топленое молоко;шт.;119,000;57,00;6783,00;
;;;1115659;Напитки/Соки;Сельдь По царски с укропом 400гр;шт.;3,000;257,00;771,00;
;;;109627;Служебная группа;Лаваш Лепешки Ссыром 250гр Миссион;шт.;6,000;93,98;563,88;
;;;2000999844094;Продукты Питания/Консервы/Мясо;Тушенка верблюжатина 0.325 гр;шт.;5,000;362,00;1810,00;
;;;1119455;Продукты Питания/Быстрое питание;Лапша 110 гр гомпагетти;шт.;8,000;141,00;1128,00;
;;;96100;Канцтовары;Тетрадь тонкая зел 12л;шт.;2,000;150,00;300,00;
;;;99260;Сушеные Рыба/Говядина;Путасу янтарная с перцем 40гр Бирка;шт.;5,000;48,30;241,50;
;;;105894;Игрушки;Хлопушка 60см;шт.;3,000;250,00;750,00;
;;;110789;Напитки/Соки;Рич 0.2л Апе?льсин стекло;шт.;19,000;92,00;1748,00;
;;;2000999844334;Электроника/Гаджеты;Роутер с впн;шт.;1,000;2000,00;2000,00;
;;;2000999844393;Химия/Для себя/Полость рта;Аэрозоль с блоком свежесть утра 269 мл;шт.;1,000;652,36;652,36;
;;;103051;Сладкое/Домашняя выпечка;Торт нарезной Пинчерс Азбука Вкуса;шт.;2,000;420,00;840,00;
;;;1118405;Игрушки;Вентилятор;шт.;8,000;1900,00;15200,00;
;;;98284;Химия/Бытовая химия;Ваниш 1л Белое/Цветное без хлора;шт.;2,000;269,00;538,00;
;;;1118796;Канцтовары;Альбом 20л;шт.;1,000;45,00;45,00;
;;;107397;Семечки;Арахис в Скорлупе 160гр Томас Греен;шт.;12,000;75,00;900,00;
;;;101136;Продукты Питания/Майонез/Кетчуп/Уксус и т.п.;Соус Махеев 200гр Бургер - Соус;шт.;7,000;79,14;553,98;
;;;103449;Напитки/Соки;Алоэ Вера 0.5л Бест;шт.;12,000;43,09;517,08;
;;;1117112;Чипсы;Лэйс Stix сырный соус 50гр;шт.;16,000;72,00;1152,00;
;;;106235;Электроника;Батарейки Камелион СР2450;шт.;1,000;165,00;165,00;
;;;100743;ДЛЯ КАССЫ/Кухня;Сосиски говяжьи 300 гр Сатурн;шт.;4,000;181,00;724,00;
;;;105435;Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар;Сахар Краснодарский Край 10кг;шт.;4,000;630,00;2520,00;
;;;85;Весовые товары/Мясное;Башаров сосиски Чеченские Халял;кг;0,057;467,00;26,62;
;;;2000999843978;ДЛЯ КАССЫ/Аксессуары;Кабель ДК-21;шт.;2,000;250,00;500,00;
;;;101201;Сладкое/Прочее/Милка;Милка Плитка 270гр Фундук и Изюм;шт.;5,000;345,00;1725,00;
;;;1118815;Для дома;Рогатка;шт.;3,000;100,00;300,00;
;;;99773;Сладкое/Мармелад/Драже/Карамель/Мармелад;Мармелад Фрутелла 70гр 2;шт.;1,000;75,70;75,70;
;;;1119038;ДЛЯ КАССЫ/Посуда;Коврик силиконовый маленький;шт.;4,000;155,00;620,00;
;;;1119569;Сигареты;Прожектор космос;шт.;3,000;563,31;1689,93;
;;;1118452;Посуда;Ложка моя цена 12 шт;шт.;5,000;19,59;97,95;
;;;106871;Хлеб/Фаст Фуд;Сэндвич  квадрат;шт.;117,000;120,00;14040,00;
;;;10;Фрукты/Овощи/Зелень/Овощи;Свекла;кг;6,346;39,77;252,40;
;;;2000999844074;Продукты Питания/Консервы/Зелень;Грибы Шампиньоны резаные 850 гр;шт.;5,000;173,25;866,25;
;;;2000999844308;Детские товары;Пустышка латекс;шт.;1,000;131,00;131,00;
;;;2000999844387;Химия/Для себя/Полость рта;Зубная паста мое солнышко тутти-фрутти 100 гр;шт.;5,000;66,74;333,70;
;;;107636;Масла/Масла подсолнечные/оливковое;Масло Мамруковское 2л;шт.;1,000;270,68;270,68;
;;;102955;Масла/Масла подсолнечные/оливковое;Масло Слобода 1 л Кукурузное;шт.;2,000;236,90;473,80;
;;;2000999844001;ДЛЯ КАССЫ/Аксессуары;Батарейки дюрасел х15;шт.;6,000;80,00;480,00;
;;;1119345;Химия/Для себя/Крем;Крем гель для душа я самая;шт.;4,000;148,05;592,20;
;;;95310;Напитки/Соки;Фанта 0.9л;шт.;22,000;66,67;1466,67;
;;;1119181;Химия/Для себя;Кусачки 318;шт.;9,000;50,00;450,00;
;;;99770;ДЛЯ КАССЫ/Леденцы;ЧЧ мини 10.5гр;шт.;82,000;13,00;1066,00;
;;;1115969;Сладкое/Конфеты/Печенья упаковки;торт нарезной тирамису;шт.;1,000;420,00;420,00;
;;;1118512;Химия/Ароматная;Армотизатор воздуха гоный бриз 250 мл;шт.;1,000;106,02;106,02;
;;;99896;Напитки/Соки;Сок Добрый Манго - Маракуйя 1.5л;шт.;6,000;84,46;506,73;
;;;1119575;Служебная группа;Роллер набор;шт.;6,000;150,00;900,00;
;;;1118876;Химия/Бытовая химия;Освежитель воздуха 300 мл;шт.;16,000;316,14;5058,24;
;;;101660;Сладкое/Прочее/Готовый завтрак (Хлопья);Любятово Хлопья кукурузные 270гр;шт.;1,000;125,00;125,00;
;;;323;Весовые товары/Выпечка;Крекер фигурный рыбки с солью 6мес (Альфа) 149дн;кг;3,252;150,00;487,80;
;;;95307;Напитки/Соки;Спрайт 2л;шт.;18,000;141,67;2550,00;
;;;1118656;Продукты Питания/Майонез/Кетчуп/Уксус и т.п.;Сладкий чили Махеев 230 гр;шт.;1,000;76,05;76,05;
;;;96972;Продукты Питания/Молочка/Йогурт/Пудинг;Сырок Дарман 40гр;шт.;257,000;46,00;11822,00;
;;;2000999844352;Химия/Для себя;Сильвер губка для замши-нубука;шт.;6,000;140,00;840,00;
;;;103697;Сладкое/Конфеты/Печенья упаковки;Пышка - хвастунишка со сгушенкой 1кг;шт.;3,000;351,00;1053,00;
;;;1119294;Продукты Питания/Молочка/Йогурт/Пудинг;Актибио питьевой вишня 260 гр;шт.;4,000;55,99;223,96;
;;;1119753;Сладкое/Прочее/Орео;Ханута ригель 172 гр;шт.;3,000;345,00;1035,00;
;;;2000999843973;Химия/Для себя;Аромасвеча в квадратном стакане;шт.;3,000;280,00;840,00;
;;;98679;Химия/Бытовая химия/Порошки;Порошок Чайка 3кг;шт.;2,000;265,00;530,00;
;;;1276;Сладкое/Прочее;Мини маффины 465гр РУССКИЙ БИСКВИТ;шт.;9,000;121,25;1091,25;
;;;94812;Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар;Макароны Марва 900гр  Бантики;шт.;1,000;63,00;63,00;
;;;107787;Детские товары;Черноголовка Кола 1л;шт.;5,000;68,75;343,75;
;;;2000999843987;ДЛЯ КАССЫ/Аксессуары;Кабель Х-51;шт.;3,000;85,00;255,00;
;;;5273;ДЛЯ КАССЫ/Прочее.;Мыло Хозяйственное 300гр 72пр;шт.;23,000;37,00;851,00;
;;;108950;Электроника;Батарейки Кодак ААА 4 черн;шт.;1,000;139,76;139,76;
;;;2000999844342;ДЛЯ КАССЫ/Химия;Для мытья посуды Амвэй1 л;шт.;2,000;620,00;1240,00;
;;;105606;Чипсы;Мега чипсы 50гр Грибы и Сметана;шт.;4,000;50,00;200,00;
;;;107219;Напитки/Соки;Арза 0.5л Газ стекло;шт.;12,000;54,17;650,00;
;;;101339;Посуда;Терка черная;шт.;3,000;400,00;1200,00;
;;;100232;Химия/Бытовая химия;Антизасор буровой 1кг;шт.;3,000;185,04;555,12;
;;;95361;Напитки/Соки;Мохито фреш 0.45л;шт.;41,000;52,08;2135,42;
