Unnamed: 0,Unnamed: 1,Unnamed: 2,Код,Группа,Наименование,Ед. изм.,Количество,Приходная цена,Розничная цена
,,,109474,Служебная группа,Орео фреш Милк 27гр,шт.,1,72.0833333333333,90
,,,96199,Продукты Питания/Молочка/Сметана/Творог,Сметана Чабан 400гр 40пр,шт.,16,185,228
,,,1117900,Напитки/Кофе/Какао/Сливки,Простаквашино полосатое экскимо,шт.,56,64,72
,,,96705,Сладкое/Мороженое,Мороженое Милка,шт.,15,90,115
,,,1119288,Сушеные Рыба/Говядина,Вобла тайская флотская 20 гр,шт.,8,43.7,65
,,,96293,Детские товары,Фруто няня Пюре 90гр,шт.,101,45,60
,,,96311,Продукты Питания/Морепродукты,Крабовые палочки 200гр Колумбус,шт.,6,54.19,80
,,,2000999844183,Сладкое/Прочее/Милка,Жевательная резинка БаблМэн 7 гр,шт.,28,12,20
,,,1119539,Сладкое/Батончики/бисквиты,Любятово печенье 500 гр,шт.,3,145,180
,,,1116600,Масла/Масла сливочные,Масло сливочное Хозяюшка 330гр 72.5пр,шт.,2,245,294
,,,109233,Химия/Ароматная,Дезодорант Олд Спайс 50мл,шт.,5,170,250
,,,100930,Сладкое/Вафли/Зефир,вафли яшкино 300гр со вкусом лимон-лайм,шт.,5,72.5,98
,,,2000999844265,Детские товары,Ватные палочки мепси 200 шт ультратонкие,шт.,4,120,160
,,,1119014,ДЛЯ КАССЫ/Посуда,Соусник 55012,шт.,2,125,230
,,,1118549,Продукты Питания/Мариновки,Огурцы Джамиля,шт.,9,150,185
,,,1228,Напитки/Чай/Кисель,Чай Джамал 100гр Черный с бергамотом,шт.,7,155,193
,,,109566,Сладкое/Вафли/Зефир,Мягкие вафли Ваниль 400гр Слакон,шт.,3,144.75,180
,,,100196,Химия/Бытовая химия,Крот для устранения засоров 1.2л,шт.,12,95,123
,,,1119711,ДЛЯ КАССЫ/Химия,Порошок 3кг Амвэй,шт.,1,2800,3247
,,,2000999843972,Химия/Для себя,Аромасвеча с цветами,шт.,3,300,485
,,,1119433,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Шоколад Победа с трюфелем 30 гр,шт.,10,24.583125,40
,,,108630,Сладкое/Прочее/Орео,Покки Палочки 47гр,шт.,1,69,95
,,,1118686,Чипсы,Диношарики драже 10 гр,шт.,3,13.75,20
,,,98486,Продукты Питания/Молочка/Сметана/Творог,Творог Простоквашино 200гр 5пр,шт.,2,125.99,157
,,,1119487,Химия/Для себя/Шампунь,Ножницы зингер 802 61,шт.,2,165,200
,,,1117286,Сладкое/Конфеты/Печенья упаковки,Рыба янтарная с перцем 45 ггр,шт.,5,95.34,125
,,,101506,Сладкое/Прочее/Милка,Плитка Милка 80гр Фундук и изюм,шт.,9,100,145
,,,107962,Химия/Для себя/Салфетки влажные,Салфетки Влажные Пуре 120шт,шт.,12,114,145
,,,96347,Сладкое/Мороженое,Экзо мороженое,шт.,22,70,85
,,,1118863,Химия/Ароматная,Пакеты для Льда,шт.,12,43.04,68
,,,105764,Кошачьи товары,Корм Феликс 75гр Курица,шт.,15,23.99,35
,,,10224,Продукты Питания/Консервы/Зелень,Кукуруза жб 425 гр куб кормилица,шт.,12,79.17,105
,,,2000999844453,Для дома/Салфетки,Влажные салфетки комфорт 120 шт ассорти,шт.,26,115,
,,,1118588,Сладкое/Вафли/Зефир,Маршмеллоу 120 гр,шт.,1,131,160
,,,2000999844414,Хлеб/Фаст Фуд,Сэндвич нов,шт.,2,110,
,,,1118740,Игрушки,Браслет с бабочкой,шт.,1,110,200
,,,98962,Сладкое/Прочее/Милка,Плитка Милка Экстра Какао 100гр,шт.,14,105,145
,,,2000999843990,ДЛЯ КАССЫ/Аксессуары,Магнит Ф-172,шт.,2,290,480
,,,96302,Детские товары,НАН 4 800гр с 18мес,шт.,5,1150,1380
,,,1118317,Игрушки,Скраб для тела 450  гр 2,шт.,2,238.5,370
,,,1118602,Электроника,Удлинитель космос 7 м,шт.,3,373.78,568
,,,1118419,Продукты Питания/Полуфабрикаты,Купаты куриные Вкуснотеево,шт.,1,378.5,453
,,,2000999844410,Хлеб/Хлеб1,Нарезной шатой,шт.,11,35,
,,,1116751,Химия/Для себя/Прокладки,Джонсон мыло 90 гр,шт.,4,70,100
,,,1119591,Химия/Для себя/Мыло,Мыло парфюмированное,шт.,82,65,100
,,,1118504,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Горох цолода 1 кг,шт.,5,60,80
,,,106119,Сладкое/Батончики/бисквиты,Батончик Нут-Го протеин Миндаль 40гр,шт.,12,36.46,55
,,,100000,Сладкое/Прочее/Милка,Плитка Милка 100гр Орео,шт.,2,110,145
,,,2000999844415,Служебная группа,Мидии в масле балтийский берег 200 гр,шт.,1,199,
,,,1119600,Детские товары,Свечи волнистые,шт.,9,55,85
,,,100980,ДЛЯ КАССЫ/Кухня,Бета персик 25 пак,шт.,4,66,90
,,,1119052,Детские товары,Нутрилак смесь оптимум 600 гр,шт.,2,600,684
,,,100605,Сладкое/Прочее/Милка,милка чоко кукис орех 135 гр,шт.,5,150,190
,,,1218,Напитки/Кофе/Какао/Сливки/Кофе,Бушидо Оригинал 100 гр,шт.,6,650,798
,,,102424,Сладкое/Прочее/Готовый завтрак (Хлопья),Хрутка 350гр коробка,шт.,2,148,178
,,,1119226,Сладкое/Шоколадные плитки/пасты,Плитка альпенгольд 130 гр,шт.,1,159.99,250
,,,2000999844216,Детские товары,Мепси кондиционер-ополаскиватель 2л,шт.,2,407,497
,,,95999,Для дома,Клей Момент 30мл Классик,шт.,5,85,105
,,,108231,Детские товары,Кашка Ассорти 0.2л Фруто Няня,шт.,29,38.6111111111111,58
,,,1119341,Химия/Для себя/Крем,Омолаживающий крем я самая,шт.,4,158.04,195
,,,103185,Сладкое/Конфеты/Печенья упаковки,Печенье Ассорти Премиум 0.9кг Кондитериум,шт.,2,360,435
,,,102435,Продукты Питания/Консервы/Мясо,АМ Тушенка по - чеченски 325гр (говядина),шт.,4,404.01,485
,,,2000999844080,Детские товары,Ногти СР-2,шт.,23,75,117
,,,1262,Напитки/Чай/Кисель,Чай Махмуд   100 гр,шт.,8,125,180
,,,97247,Продукты Питания/Молочка/Сметана/Творог,Сметана Брест-Литовск 315гр 20пр,шт.,3,107.4,135
,,,107587,Продукты Питания/Консервы/Мясо,Сайра Натуральная 240гр,шт.,1,209.11,248
,,,1119147,Химия/Бытовая химия/Порошки,Фасоль с говядиной 325 гр,шт.,1,175,220
,,,1118412,Сладкое/Мороженое,Экскимо Дубайский шоколад 90 гр,шт.,7,140,180
,,,465,Весовые товары/Выпечка,Пряники Агеевские Начинка вкус вишни 5мес (Альфа),кг,4.5,294,275
,,,537,Весовые товары/Выпечка,Печенье Кокосовое настроение 1197 (Мир Слидостей),кг,1.68,219.68,298
,,,1119175,Для дома/Скотч/Изолента,Патрон пластиковый подвесной,шт.,5,25.066,50
,,,98982,Семечки,Ядра 70гр Олимпия,шт.,1,22.9166666666667,35
,,,9815,ДЛЯ КАССЫ/Канцтовары/Для дома,Кукла большая в коробке,шт.,2,1200,2570
,,,2000999844255,Детские товары,Бюбхен детское мыло,шт.,4,295,355
,,,210,Весовые товары/Выпечка,Крендельки Сладкие Арма,кг,0.222,590,707
,,,2000999844409,Хлеб/Хлеб1,Хлеб шатой 2,шт.,9,55,
,,,1118510,Химия/Ароматная,Армотизатор воздуха осень 250 мл,шт.,3,99,130
,,,1119391,Фрукты/Сухофрукты,Пряники привереда 500 гр мир сладостей,шт.,5,76.1,102
,,,2000999844177,Сладкое/Прочее/Турецкие сладости,Крембер кекс с какао 50 гр,шт.,28,39.7666666666667,58
,,,2000999844449,Химия/Для себя/Полость рта,Шампунь ватика 400 мл,шт.,12,127.5,
,,,101513,Сладкое/Вафли/Зефир,Макаруны 5шт Акульчев 2,шт.,6,100,140
,,,1251,Напитки/Чай/Кисель,Чай Азер с цедрой лимона 25 пакетиков,шт.,4,88,115
,,,1270,Сладкое/Прочее,Круассаны 105гр 7 DAYS,шт.,44,65,100
,,,1119499,Химия/Для себя/Полость рта,АВС 2145 мл для белого,шт.,1,365,455
,,,1118329,Химия,Сетка 5 шт,шт.,8,73,98
,,,1119432,Напитки/Соки/Энергетик,Пиво безалкогольное дон жб 0.450 мл,шт.,22,28.5030434782609,95
,,,1118969,Хлеб/Хлеб1,Хлеб для сэндвичей ОГО,шт.,24,112.66,140
,,,1119773,ДЛЯ КАССЫ/Посуда,Контейнер для сметаны,шт.,50,10,0
,,,538,Весовые товары/Выпечка,Конфеты Нота Бум 2,кг,7.444,307.06,385
,,,1118316,Игрушки,Скраб для тела 450 гр,шт.,2,221.5,350
,,,1118805,Канцтовары,Альбом для рисования тачки 40 л,шт.,1,115,170
,,,712,Весовые товары/Конфеты,Конфеты Чо-ко-те Ессен,кг,1.362,701.55,845
,,,1118978,Продукты Питания/Консервы/Мясо,Печень трески 230 гр,шт.,1,162.23,195
,,,1119068,Канцтовары,Калькулятор 703,шт.,1,540,725
,,,95331,Напитки/Соки/Энергетик,Энергетик Берн 0.449л,шт.,109,85.5334523809524,125
,,,2000999844395,Химия/Для себя/Полость рта,Аэрозоль Glade 300 мл океанский оазис,шт.,3,127.24,0
,,,108412,Напитки/Соки,Сок Добрый Кола Кола 0.3л,шт.,45,44.7083333333333,65
,,,95259,Продукты Питания/Консервы/Мясо,За родину неразд обжар в томат соусе 240 гр,шт.,4,96.8,127
,,,1117086,Служебная группа,Стом 0.5 ревень смородина розмарин,шт.,32,64.115,85
,,,1118199,Химия/Для себя/Крем,Спонжик,шт.,26,36,100
